label,text
smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,U dun say so early hor... U c already then say...
ham,If you r @ home then come down within 5 min
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
ham,Are you staying in town ?
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,I got a call from a landline number. . . I am asked to come to malviya nagar. . . I will go in the evening
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Ü go home liao? Ask dad to pick me up at 6...
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
ham,"Haha, that was the first person I was gonna ask"
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,Well welp is sort of a semiobscure internet thing
spam,88800 and 89034 are premium phone services call 08718711108
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Discussed with your mother ah?
ham,Dad went out oredi...
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Are you free now?can i call now?
ham,Thanks honey. Have a great day.
ham,I'm not sure if its still available though
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
smishing,Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,As if i wasn't having enough trouble sleeping.
ham,Lol u still feeling sick?
ham,No need for the drug anymore.
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
smishing,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,When did you get to the library
smishing,Congrats! Nokia 3650 video camera phone is your Call 09066382423 Calls cost 150ppm Ave call 3mins vary from mobiles
ham,No let me do the math. Your not good at it.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,On the road so cant txt
ham,Having lunch:)you are not in online?why?
ham,How many times i told in the stage all use to laugh. You not listen aha.
smishing,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
ham,"I'm going to be home soon and I don't want to talk about this stuff anymore tonight, ok? I've cried enough today."
ham,You will be in the place of that man�U hv to perform..
smishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Just do what ever is easier for you
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Well if I'm that desperate I'll just call armand again
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,It only does simple arithmetic not percentages.
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Where r e meeting tmr?
ham,Wife.how she knew the time of murder exactly
ham,Rofl betta invest in some  anti aging products
ham,"Sorry, that I wll do later�"
ham,I dun believe u. I thk u told him.
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,I think u have the wrong number.
ham,I come n pick ü up... Come out immediately aft ur lesson...
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,You can never do NOTHING
ham,What makes you most happy?
spam,U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription
ham,So is there anything specific I should be doing with regards to jaklin or what because idk
ham,No did you check? I got his detailed message now
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Shant disturb u anymore... Jia you...
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,Roger that. We‘re probably going to rem in about 20
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,Oh ok no prob..
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
ham,You were supposed to wake ME up &gt;:(
ham,Company is very good.environment is terrific and food is really nice:)
ham,I plane to give on this month end.
spam,Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"Aight, we'll head out in a few"
ham,Thank You meet you monday
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 86.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. CustCare:08718720201
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
smishing,Promotion Number: 8714714 - UR awarded a City Break and  a £200 Summer Shopping spree. 08718738034
ham,Mm yes dear look how i am hugging you both. :-P
ham,Everybody had fun this evening. Miss you.
ham,Me i'm not workin. Once i get job...
ham,"Please protect yourself from e-threats. YES bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
smishing,My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com
ham,I wanna watch that movie
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Why did I wake up on my own &gt;:(
smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 8536074310"
ham,Can ü call me at 10:10 to make sure dat i've woken up...
ham,"Alright, see you in a bit"
ham,Yes there were many sweets
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,"Awesome, think we can get an 8th at usf some time tonight?"
smishing,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
smishing,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,"Awesome, I'll see you in a bit"
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
smishing,You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 12 days.
ham,I donno its in your genes or something
ham,May i call You later Pls
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,See the forwarding message for proof
ham,Alright took the morphine. Back in yo.
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
smishing,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,I dunno lei... Like dun haf...
ham,East coast
smishing,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,Thats cool. Where should i cum? On you or in you? :)
ham,Happy birthday... May ur wishes come true and stay blessed...
ham,Yeah get the unlimited
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,Ew are you one of them?
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only."
ham,Its sunny in california. The weather's just cool
smishing,You have 1 new message. Please call 08718738034.
ham,Now press conference da:)
ham,Hey now am free you can call me.
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,Mom wants to know where you at
