text,label,is_augmented,source,augmentation_type
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham,False,mendeley_ham,original
I am in your office na.,ham,False,mendeley_ham,original
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,phishing,False,mendeley_original,original
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,False,mendeley_ham,original
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,phishing,False,mendeley_original,original
happened here while you were adventuring,ham,False,mendeley_ham,original
Ok�great�.,ham,False,mendeley_ham,original
CONGRATULATIONS! You've been selected for a complimentary subscription to Netflix for one year! Call 1-800-555-0199 to activate. Offer expires in 6 hours!,phishing,True,gpt_augmented,rewrite
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,False,mendeley_ham,original
Will be september by then!,ham,False,mendeley_ham,original
Exciting news! Your member benefits with QuickDeals are ready to claim! Call 08001234567 for instant access. Only £1.99 weekly. QuickDeals - exclusive offers await!,phishing,True,gpt_augmented,rephrase
You busy or can I come by at some point and figure out what we're doing tomorrow,ham,False,mendeley_ham,original
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,False,mendeley_ham,original
Ok lor� vey good..,ham,False,mendeley_ham,original
"Congratulations! You’re eligible for a complimentary tech upgrade from SmartTech! To secure your new device, confirm your details at 0800-123-4567 now!",phishing,True,gpt_augmented,rewrite
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,phishing,False,mendeley_original,original
We are both fine. Thanks,ham,False,mendeley_ham,original
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,phishing,False,mendeley_original,original
ALERT! Your Netflix account has been flagged for suspicious activity. Verify your identity now to avoid cancellation: 0800-123-4567. Act fast!,phishing,True,gpt_augmented,rewrite
K.i will send in  &lt;#&gt;  min:),ham,False,mendeley_ham,original
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham,False,mendeley_ham,original
"Your package is waiting! Confirm your delivery now at 08001234567. Act fast, or it will be returned! Msg & data rates may apply.",phishing,True,gpt_augmented,rewrite
"I HAVE A DATE ON SUNDAY WITH WILL, Hope U understand!!",ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive offer with AMAZON. Call 8922234567 to claim your $1,000 shopping voucher! Hurry, it expires soon!",phishing,True,gpt_augmented,rewrite
ALERT! Your Netflix account has been selected for a FREE 6-month premium upgrade. Respond NOW to confirm your details or risk losing access!,phishing,True,gpt_augmented,rewrite
At 7 we will go ok na.,ham,False,mendeley_ham,original
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,ham,False,mendeley_ham,original
Hope you are having a good TIME.,ham,False,mendeley_ham,original
Do you know where my lab goggles went,ham,False,mendeley_ham,original
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham,False,mendeley_ham,original
"Dear Valued Customer, we are excited to inform you that your mobile number has been selected in our recent draw. You have won a **Rs. 10,00,000 Bonus Prize**! Please call us at 7044518857 to claim your award before it expires.",phishing,True,gpt_augmented,enhance
You have a missed call notification. The following number tried to reach you without leaving a voicemail: 08001234567. Check your messages now!,phishing,True,gpt_augmented,rephrase
Please Stay At Home. To encourage the notion of staying at home. All tax-paying citizens are entitled to �305.96 or more emergency refund. smsg.io/fCVbD,phishing,False,mendeley_original,original
Pls accept me for one day. Or am begging you change the number.,ham,False,mendeley_ham,original
"Your unique User ID is 1172. To complete your account verification, please reply STOP to 87239 or contact our customer service at 0870 803 4412 immediately.",phishing,True,gpt_augmented,enhance
"Congratulations! Your mobile number has been selected as the winner of $2,000,000 in the EURO-MEGA DRAW (Draw No. EU-0906767). Please contact us at claims@euro-mega.com within 24 hours to claim your prize.",phishing,True,gpt_augmented,enhance
K I'll take care of it,ham,False,mendeley_ham,original
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,False,mendeley_ham,original
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,phishing,False,mendeley_original,original
Its normally hot mail. Com you see!,ham,False,mendeley_ham,original
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",ham,False,mendeley_ham,original
"Dear Valued Voucher Holder, we’re excited to offer you an exclusive 2-for-1 dining experience! Claim your meal by following this link: http://www.vouch4me.com/etlp/dining.asp. Act fast!",phishing,True,gpt_augmented,enhance
Your dad is back in ph?,ham,False,mendeley_ham,original
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",phishing,False,mendeley_original,original
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,False,mendeley_ham,original
"info@playtodaygames.com (Exclusive from PlayToday) Hi Helen, Unlock your chance to win amazing prizes with our latest free game offers!",phishing,True,gpt_augmented,rephrase
Not to worry. I'm sure you'll get it.,ham,False,mendeley_ham,original
"Dear Valued Customer, congratulations! After a recent review of your mobile number, you have been selected to receive a £1500 Bonus Prize. Call us urgently at 09066368470 to claim your reward.",phishing,True,gpt_augmented,enhance
Urgent: Your Netflix subscription is on hold. Verify your account to restore service. Click here now: http://netflix-verification.com?id=GHD32JKL,phishing,True,gpt_augmented,rewrite
"Awesome, text me when you're restocked",ham,False,mendeley_ham,original
"Congratulations! Your mobile number ending in 5678 has won a £50 gift card. To claim, please call 08001234567 and mention code 4567. Hurry!",phishing,True,gpt_augmented,rephrase
She's good. How are you. Where r u working now,ham,False,mendeley_ham,original
You have a secret admirer eager to connect with you. Discover who finds you so special! Call us now at 0905809458 for an exclusive reveal. Time is limited!,phishing,True,gpt_augmented,enhance
I had it already..sabarish asked me to go..,ham,False,mendeley_ham,original
Why didn't u call on your lunch?,ham,False,mendeley_ham,original
"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham,False,mendeley_ham,original
The battery is for mr adewale my uncle. Aka Egbon,ham,False,mendeley_ham,original
Draw va?i dont think so:),ham,False,mendeley_ham,original
"Its ok, called mom instead have fun",ham,False,mendeley_ham,original
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",phishing,False,mendeley_original,original
"Congratulations! Your number ending in 8023 has been chosen for a grand prize of ₹2,00,000! To claim, call 9988776655 and mention code 9002. Don't miss out!",phishing,True,gpt_augmented,rephrase
"Dear Valued Voucher Holder, your exclusive offer is ready! To claim it today, please visit http://www.e-tlp.co.uk/rewa urgently before it expires.",phishing,True,gpt_augmented,enhance
You are awarded a SiPix Digital Camera! call 09061221068 fromm landline. Delivery within 10 days.,phishing,False,mendeley_original,original
Am only searching for good dual sim mobile pa.,ham,False,mendeley_ham,original
Yes. I come to nyc for audiitions and am trying to relocate.,ham,False,mendeley_ham,original
Great comedy..cant stop laughing da:),ham,False,mendeley_ham,original
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,phishing,False,mendeley_original,original
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?",ham,False,mendeley_ham,original
they released another Italian one today and it has a cosign option,ham,False,mendeley_ham,original
HMRC GOVUK:0ur records show that your tax refund of �398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.com�to claim your refund.,phishing,False,mendeley_original,original
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,ham,False,mendeley_ham,original
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",ham,False,mendeley_ham,original
Okie�that�s nice�,ham,False,mendeley_ham,original
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham,False,mendeley_ham,original
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,ham,False,mendeley_ham,original
"Yo, you at jp and hungry like a mofo?",ham,False,mendeley_ham,original
Hello! eeta (25/F) has sent you a friend request. Don't miss out on connecting with her! Reply YES-440 to accept or NO-440 to decline. View her profile: www.SMS.ac/u/nat2708198,phishing,True,gpt_augmented,enhance
Anything lor if they all go then i go lor...,ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive Apple reward. To claim your new iPhone, please call 08001234567. Don't miss out, reply to secure your prize!",phishing,True,gpt_augmented,rewrite
